date,zinc_close,zinc_volume,zinc_inventory,aluminium_close,aluminium_volume,aluminium_inventory,usd_index,oil_price
2019-03-28,2614.707027377848,10925,197707.2589951328,2396.700374530766,14311,160378.32592877786,100.20621261728394,66.64596829840886
2019-03-29,2615.1525590544657,7191,198628.8150715535,2386.6463015758914,13298,159645.4401583164,100.26483485041986,66.30191867375864
2019-04-01,2645.981050935339,18164,196414.83556375623,2361.3608867127346,9382,163022.98149481535,100.33595750839915,66.01985231108092
2019-04-02,2678.073409949676,16038,189562.14440441973,2389.20386502449,9311,160503.20793352395,100.41529223191914,65.82940836188948
2019-04-03,2604.4734765986145,12329,195434.4613716728,2387.9154521450905,18128,162612.1329313983,100.38041972469429,65.4803662219518
2019-04-04,2539.6169464313275,11450,202227.94375909126,2413.6166719183543,19337,160356.5893401656,100.33418454542785,65.52898408967066
2019-04-05,2672.7165290490943,5463,194390.81603052848,2424.7381643982135,8505,158357.22916865666,100.41998213355356,65.74789879180578
2019-04-08,2785.45841104909,17442,183632.78237476057,2465.4774080272896,18732,154752.06697920532,100.40085170106539,65.27176930156631
2019-04-09,2793.8200711696904,16276,180930.97177027256,2405.3097646489746,19539,157911.93050040063,100.2732830687316,65.27930791493111
2019-04-10,2853.8569189108875,11300,174951.9927070822,2421.0462212126467,16531,154412.57847225192,100.15995434733125,65.21332717635121
2019-04-11,2813.235481689876,15391,176285.91151753181,2330.146580989578,12126,163565.94749165446,100.0680091187311,65.31577978201226
2019-04-12,2864.130960574368,12168,169176.05223235447,2281.243773852369,7332,166502.4350822807,100.11772519313647,65.31189815158118
2019-04-15,2883.4042328518153,19242,166280.93891280933,2341.5407559200667,9148,163560.81260743292,100.13196776674353,64.87581836760168
2019-04-16,2882.503273868199,10139,169360.5145260922,2370.1629448947087,7681,166091.5566378244,100.20101630215031,64.49710157794453
2019-04-17,2884.6631470304774,17174,166905.17266928454,2375.175625153255,7568,164832.96878809348,100.15829103751665,64.50592865062004
2019-04-18,2941.6084857633987,6106,159052.21519023963,2394.429726582424,11879,164885.4489116079,100.17414500662431,64.81456292654369
2019-04-19,2852.392537862243,13497,164478.31349826048,2392.7846645931572,6065,164788.03552772827,100.23670404602106,64.15030671523078
2019-04-22,2891.8288720337423,7326,160558.12686846277,2342.258258326591,8269,165144.19473666494,100.20576939204904,64.25402468917126
2019-04-23,2821.5415033074405,16728,166675.24094518056,2383.9551743440024,6386,161312.06512521452,100.25144691580478,64.61091129075754
2019-04-24,2880.8121176001478,15975,160820.1435059574,2372.5527585473587,19720,165181.57660682496,100.18525432169811,64.56500352789568
2019-04-25,2821.781546571448,7926,164446.5134391156,2383.2886170960646,19275,161755.62672461334,100.1489489370416,64.73006427670362
2019-04-26,2830.8557192922044,13886,161975.38780613666,2399.400933710579,14393,160015.5822293963,100.11077514764176,64.51914355243427
2019-04-29,2914.8097421305383,18610,153972.8597822085,2465.583120498975,10443,154102.8366414704,99.99119118308286,64.48333369265121
2019-04-30,2922.220834344346,14402,154161.4398948853,2347.8746803845756,11319,160761.98047588393,100.03988843116142,63.99705963715877
2019-05-01,3000.3637955096065,16480,149012.09551224194,2418.0946315433957,19809,155356.08243896076,99.99294819714115,63.293756644633106
2019-05-02,2924.970299352786,9800,153934.48515149183,2348.9618652081244,6373,160774.29437496982,99.99419760901392,63.57658638500069
2019-05-03,3077.074119837531,12418,144526.066959649,2338.4613703846003,14777,162766.2651936415,100.0422722749045,63.281087906683354
2019-05-06,3022.202008787113,7970,146486.93439739512,2379.441375212714,6771,159280.8525927062,100.08692539250751,63.14442955318233
2019-05-07,2923.5545412531324,5611,153082.63250738513,2256.1696971398364,17513,166755.14587737483,100.15346390340478,62.728496877201266
2019-05-08,2898.9905571636923,13430,155134.79680303988,2308.4229854832474,14990,162259.92179975804,100.14361535495384,62.30550596627611
2019-05-09,2856.407235701466,11213,160381.69479018942,2344.540193704545,18316,160299.52276062185,100.10128552374943,62.25335465624772
2019-05-10,2851.1613899101044,9378,156846.46793069039,2360.0650902611555,9134,158404.98521576708,100.09331370265879,62.034481498007025
2019-05-13,2817.0908612602366,10302,158453.83392729537,2252.7678296749814,15554,168570.01231513408,99.92458025926298,62.14787279740544
2019-05-14,2825.3090163985407,8721,158675.34443074104,2217.7398440463403,11549,172616.75137486748,99.77986901202067,62.283634323099314
2019-05-15,2875.685081970093,14930,153855.20945965592,2294.4652044747354,14071,161182.65794465158,99.64759905078523,62.379889216996695
2019-05-16,2825.0168526207376,6832,157512.79122807024,2198.852508718654,13713,170676.46928027621,99.54787436802508,62.45146945427523
2019-05-17,2732.886499666039,19821,165323.8788887997,2267.7981683585226,10557,160153.47791507855,99.58785179069743,62.9247999157548
2019-05-20,2679.1950911339127,7962,170049.70449501646,2275.005270765987,12783,156834.28141764097,99.49730388516141,62.60452178504133
2019-05-21,2703.4802106892753,9703,164569.10084597193,2294.190776777274,9214,154804.78449414956,99.45948762975749,62.588041325180455
2019-05-22,2735.956664768696,15182,159592.43474479552,2241.1535056988323,10518,157404.31040439918,99.58941045953608,62.92784827133633
2019-05-23,2643.4552547742464,19001,160590.70468322316,2171.601910857237,19063,161897.33293856142,99.55378406242994,63.30721021413774
2019-05-24,2566.3861021817283,6368,167612.29383632622,2214.0842309964137,17761,160061.07760540154,99.62753561927666,62.88068111933437
2019-05-27,2552.3691152097135,15263,168939.41125990718,2253.7631897515917,5766,154193.7959703648,99.53417385127567,62.78697448683761
2019-05-28,2671.834673343191,15361,162074.82984957323,2217.9490995538445,16728,159665.53680455175,99.5136300954889,63.194410815597784
2019-05-29,2566.31996053044,7389,169944.20614224175,2188.6544858965603,14948,165829.9254053967,99.41862788999785,63.346834547157506
2019-05-30,2584.5959109795767,7321,166015.65197564993,2342.169177850532,6824,154411.90003898248,99.38472458240778,63.40541345660144
2019-05-31,2578.151197783176,15144,168491.5189311443,2373.904349673619,10894,149397.54926531026,99.46875539615353,63.34010804857104
2019-06-03,2619.3203791365977,6555,162454.47883720006,2344.502296586749,6059,148753.0486305897,99.2960233538343,63.22496777085872
2019-06-04,2559.7513272524902,13308,166859.81685201425,2348.4019483779143,16883,148500.50954250497,99.33946571818888,63.31143348978581
2019-06-05,2542.5319222063767,15559,167608.293797383,2270.5756058238676,13537,159333.83402589717,99.36323927842211,63.23572125229047
2019-06-06,2579.3850049657317,9102,166078.00008252123,2279.050550463513,15728,158005.16219614336,99.30382428285243,63.22294766597714
2019-06-07,2585.8027012530483,12220,167232.4711009132,2324.766940223795,8407,152723.0792139272,99.15921849741359,63.246527277811644
2019-06-10,2591.491096407805,6995,165757.61779461367,2225.0132026187343,14982,160967.38870075162,99.16643144818497,63.043105819263594
2019-06-11,2529.6328290162996,7673,168891.57434792703,2270.6346624247094,10848,158200.1691420752,99.11348217727858,63.202744631428025
2019-06-12,2548.1738793784484,7468,167124.3993073954,2201.320490254872,9430,166548.58501086748,99.13674979841406,64.07701802595265
2019-06-13,2507.4890516432324,15154,168974.19293834604,2162.47066821619,10343,169840.3853184676,99.1389350129664,63.54392203415483
2019-06-14,2558.963257733086,18019,166573.9518171982,2211.78260984902,5632,164751.4472662858,99.2991129020985,63.641125791411824
2019-06-17,2602.908805892782,6152,163719.82069747834,2172.7436952658127,12087,169087.09279275636,99.27517733935119,63.41306876482615
2019-06-18,2577.5339411663917,12116,168319.13829779936,2199.6763289812357,11849,166418.80781530088,99.17282759008901,63.58628953808193
2019-06-19,2516.396108744821,18341,178106.48260796312,2177.105836494814,7098,167416.13768758447,99.19075515358463,63.60025678008029
2019-06-20,2532.7085528119674,13493,174780.27498820613,2102.476978980819,7110,170489.8413139562,99.21275482198182,63.82881321229303
2019-06-21,2515.890998830834,19065,174641.6796328921,2054.8484706024637,13525,174988.91944980074,99.34867357950586,64.18146518524566
2019-06-24,2582.6508096522275,16049,170038.40113494612,2056.337394906892,18443,173316.5010274843,99.43218470409732,64.23919152057611
2019-06-25,2588.760195100433,15673,170161.38963423762,2101.1784963309033,5826,168183.44073574748,99.46787181001227,64.57880720710037
2019-06-26,2535.496524162014,8128,173369.66967356444,2062.889914873712,19514,170986.5038435364,99.61420209913422,63.875517838963766
2019-06-27,2519.6694759334828,18290,170928.18453177813,2089.164787065708,18962,166388.46530300978,99.49532579370194,64.35265352833858
2019-06-28,2507.207398440273,8727,176804.900589788,2134.922319398374,14787,162888.55953049607,99.43135064042697,64.46517217390627
2019-07-01,2519.630212702294,5755,175704.80902048817,2098.1965875059705,14105,168273.55321898518,99.33869304628641,64.78852518062983
2019-07-02,2607.746316972229,16658,166095.03589167548,2040.1196866026264,12493,174618.8271200181,99.29971206597084,64.42256245717738
2019-07-03,2673.7237244465255,6405,156039.91565291377,2069.043269520537,7597,170162.54277166867,99.1620434512152,64.17333149269577
2019-07-04,2767.085915047454,9632,151801.77901814418,2046.580732125589,15490,172408.85867345275,99.22555854589665,64.2171129809392
2019-07-05,2738.981521407233,11351,154467.62474751842,2048.5682933262106,9475,173324.44293378078,99.20333627618676,64.21200161413796
2019-07-08,2640.287923493752,7266,161626.49879888233,1953.7759283457747,6618,182073.38089285124,99.0562556467365,64.29692219054095
2019-07-09,2605.594823419851,10190,162039.04114338552,1993.934257457172,11367,178974.2340438427,98.95469773861575,64.62227673881995
2019-07-10,2604.4275804861295,17124,161788.74872074896,2016.7788075990468,15567,173494.75832422596,98.98604912336077,64.0927106442291
2019-07-11,2586.0228592209096,8926,162289.65506100378,2097.162258607016,6382,164787.73780213256,99.0698617801502,64.38485636574428
2019-07-12,2581.9249549544825,9558,157447.69233882645,2097.8768315614334,14669,167384.75925661268,99.26953486931939,64.38734093873167
2019-07-15,2563.4426046959866,13903,164176.01212441805,2177.9741301076315,6942,161508.8060361277,99.56092111592012,64.3262063803943
2019-07-16,2553.275299241465,6864,165699.71699070995,2203.3965331643394,8555,158744.68426697064,99.60236205924771,63.884871810078835
2019-07-17,2577.028324863711,10273,162979.25651000443,2178.525876389015,5400,161101.67403474916,99.50340824724454,64.0357864105919
2019-07-18,2587.3075666233067,14473,160092.64244227606,2081.6704397260874,14833,174139.83553990946,99.2902036191714,63.311554055282585
2019-07-19,2601.018593438349,16523,157700.06536649555,2195.045593405861,10452,165143.24748241814,99.31697476540579,63.5060722586542
2019-07-22,2611.6238475685454,8887,161674.25916463058,2215.4037601169066,19420,161682.87292640412,99.23568065587475,63.058440508012296
2019-07-23,2564.492232263014,6157,165947.54085474124,2230.049008021207,16110,160820.28105791393,99.19414492985678,63.07447788179754
2019-07-24,2542.455672310857,7147,164803.77581158277,2200.26396856961,6007,162427.50126204602,99.1329352499508,63.038727230599164
2019-07-25,2516.2518338572227,19872,168495.44304251092,2241.2021671539756,5220,157360.6226831095,99.11885616130917,63.38958867478733
2019-07-26,2520.8361177017287,8822,168933.44290686995,2209.1946816338486,13529,157686.94488273456,99.22545418438793,63.33599212408316
2019-07-29,2522.848634059591,16340,169629.72444591043,2207.839746233374,14435,159128.55215762215,99.24115904113246,63.12775055573947
2019-07-30,2512.1813797914324,14430,169997.04522402358,2213.5372373638857,13648,162937.69263691115,99.2252955574286,62.9757697469481
2019-07-31,2512.5732878104004,13563,169407.70575082378,2213.340676391126,12870,164520.7791727142,99.12173018214601,63.3576345775745
2019-08-01,2530.033917545724,9393,168238.6466393959,2153.5057648033617,7410,167143.45444932836,98.95426188767557,63.51852366832877
2019-08-02,2548.218091958026,14370,166177.6315931512,2213.37354223283,15814,162452.28060132495,98.90563109676825,63.40283467387182
2019-08-05,2565.6103229622386,6251,161788.0096270847,2236.4849755884084,16765,157298.56722052762,98.90025284168641,63.33190074788247
2019-08-06,2577.8226242175747,8906,158680.3324387037,2305.0392429702483,10846,151528.8547608226,99.0770458330444,62.861747620706836
2019-08-07,2592.2450613954006,12418,157472.74642898596,2371.0424277430093,14183,147882.3179468575,99.09007328519169,62.97828988096229
2019-08-08,2577.500575713442,8445,155289.182094372,2460.602389262392,10977,143300.324502697,99.18834723629399,62.450345168653655
2019-08-09,2578.819320405521,9376,154842.06805486672,2451.932938965485,7265,144310.36842543454,99.13841767644008,62.6758841084043
2019-08-12,2593.9942917439607,11457,152954.6210219751,2387.1259459871103,6232,150294.994052558,99.01992329979838,62.71447058615168
2019-08-13,2604.0093563313726,7348,153610.87529048882,2389.904797232533,19188,150082.39252373026,98.92341162357513,63.43055612602385
2019-08-14,2648.77344159486,13344,150441.73801439902,2410.4462387935614,17325,148020.4565583141,98.85088901712156,63.10051545990656
2019-08-15,2637.937790463951,12617,150633.0681001061,2463.80091643778,7484,146739.85453610562,99.06373599036507,63.06971683259437
2019-08-16,2609.868648826605,15967,152136.26107022213,2328.228216784307,8760,155873.3994625831,98.98159732244264,63.60920314287129
2019-08-19,2621.186755441086,10229,152097.09937037324,2357.4940951563453,13793,150115.92187629864,99.06544624281628,63.966620034958716
2019-08-20,2607.6891012951287,16022,154977.43097586383,2351.603976152604,9941,154121.5470191193,98.97515352500757,63.75775641948474
2019-08-21,2610.6505029668397,13654,152513.86202825958,2349.0266425628506,10782,158835.01181709036,99.06831082629499,63.824946647996775
2019-08-22,2611.140920144318,8446,149336.80745697205,2289.277649449203,18988,160646.16020355787,99.10680592290558,63.8255464549213
2019-08-23,2592.797804342998,16266,149221.97010444282,2332.96304079412,7345,158601.49854582563,99.09114213313977,63.91013321513955
2019-08-26,2591.310483140796,9316,144661.5205140723,2287.8013989405895,10649,164004.51195318112,99.08706588052623,63.700529084344105
2019-08-27,2603.8444040012196,12042,142140.04373427213,2313.1218314131174,5714,160813.868465302,99.02158711098329,63.67373296353388
2019-08-28,2618.5710764433575,13124,142745.79863809719,2290.791971397059,11650,160729.28003554727,99.0661943311315,63.19431725095087
2019-08-29,2616.7559725844512,17925,144914.20260644623,2278.5100652386604,15503,162014.45286169284,99.02069598309743,63.23485428651129
2019-08-30,2613.2222373792424,15015,148313.6919439268,2380.655256738094,11727,152265.57504470358,98.8981354067207,63.36986048853784
2019-09-02,2617.6907012345673,5624,148100.89285245075,2344.3537457321836,5073,156934.76085762147,98.77034164928874,63.301634664744675
2019-09-03,2600.088751628437,15966,149757.52239069704,2268.7002258480893,8670,162058.9774210537,98.78760044106095,62.81711939756924
2019-09-04,2572.0500822892204,16000,150701.4702690007,2201.8504568082694,16525,170196.27696204896,98.94550956670199,63.11367895642468
2019-09-05,2562.7861943416374,6655,150338.16420611937,2213.110760017116,15831,167714.45373262535,98.96150872805933,63.22303646782252
2019-09-06,2530.511816864278,6348,153412.56522462054,2212.602062380707,12099,170849.37712766853,98.94964489544834,63.005231938512225
2019-09-09,2550.090351922705,6631,153647.39608455327,2108.4474549121655,7559,181838.9714997588,98.9782275094086,62.92105180446081
2019-09-10,2574.7101062868587,6632,152522.86438028567,1975.663897619387,14538,196398.59330196935,99.10882768357928,62.470850983626256
2019-09-11,2528.2570093615504,13839,151989.06200405967,2004.1941297955943,18763,192280.66952561826,99.13076593371567,62.16322794529289
2019-09-12,2504.5757732488496,14557,154817.6692026055,1993.1380849568195,7535,192508.78252974345,99.0896732106323,62.00188454138574
2019-09-13,2481.4566153991673,5305,156596.74976183058,1978.1868097269735,13177,193406.58134971667,99.20030208163828,62.37041078506979
2019-09-16,2499.127568911254,17689,153885.6848572627,1992.8843559707761,13897,193862.6198157155,99.24317772548444,62.17855976780355
2019-09-17,2517.6909254422403,12425,152618.73500285228,1955.6358375461634,8969,195845.99149485808,99.39675332468404,62.37062386560217
2019-09-18,2515.3869596768623,8868,154560.70620917142,1916.9160965507267,19006,197786.0178569507,99.41507676840624,62.2091290047437
2019-09-19,2511.8100923020024,8600,155055.00124508457,1935.4486450503218,18271,194930.0013875998,99.29262986523419,62.283513272999265
2019-09-20,2518.548727596946,12592,152975.4669722805,1910.75500336675,8568,197751.61653007704,99.15581394530962,62.24109462235612
2019-09-23,2539.326870368552,18557,158030.05446109016,1902.6065847790878,14229,197973.78908801635,99.32090673853274,62.50301160238394
2019-09-24,2545.6636822214573,16500,156142.6316388798,1882.6857525087455,15699,199466.28724866078,99.49327331061107,62.34256820091838
2019-09-25,2576.2891783598097,19074,154578.54842311997,1934.5450979297905,17951,190840.83446727035,99.47532138928281,61.870809725917645
2019-09-26,2612.7299117428292,7775,154212.73887220403,1901.155909418651,18364,192653.06043195943,99.43700265716922,61.456225016508554
2019-09-27,2609.1979835119823,10985,152667.02418299176,1880.9166614391713,14252,192216.16045751114,99.58314708639344,61.29666176832573
2019-09-30,2621.957867962632,11184,152736.7200535138,1818.2329900521427,5213,200558.43959248243,99.47244251818908,60.92194377712231
2019-10-01,2599.333323552578,6802,152685.91846054254,1775.5941626268072,7005,204663.5648200111,99.3829698162935,61.04500738182618
2019-10-02,2588.301353507613,13893,152935.27162339856,1764.649944259346,5786,206709.98941443782,99.4473024957624,60.90527693236876
2019-10-03,2611.3952630282356,6741,149552.88165588523,1687.7423135502502,6014,212233.27185662466,99.40784198347644,61.617658897376685
2019-10-04,2630.0627619802426,16810,151643.4732148055,1622.1250951416491,19648,219314.28571472268,99.40732979680445,61.096344518835544
2019-10-07,2621.5784276229647,6112,149457.28522239003,1583.77258970281,15323,224099.57176408856,99.39098550695199,61.157434472448486
2019-10-08,2640.65737372266,13601,149010.5801072174,1560.8876652417105,13119,224138.84107949046,99.42474296183188,60.819048565396784
2019-10-09,2660.4707373409706,12507,147554.37175291582,1574.1852376839,5287,220402.49823648357,99.56549114796326,60.67102816328198
2019-10-10,2661.8121482994275,7191,143439.34658547697,1540.0116051276204,5549,223007.10450357475,99.57454963865342,60.71345400528415
2019-10-11,2645.6837264548926,18631,148176.71992003135,1560.2983685111267,14176,219937.0754783101,99.63894351798112,60.015842592821855
2019-10-14,2650.353140062764,17457,146654.8414967877,1621.9326645968508,16849,211900.0168330991,99.43392630787801,60.086890427858265
2019-10-15,2651.986446051786,14992,145997.86694432326,1744.0343908381983,19276,193383.979272515,99.429054467685,60.65776266654052
2019-10-16,2690.015700034495,17166,143568.12748299877,1727.7181136616252,9718,195481.14336958993,99.3447314406557,60.52173117702994
2019-10-17,2725.1537371759873,11946,139150.33057360814,1766.3063181568755,11015,190975.20560997355,99.22285013461335,60.59967353407159
2019-10-18,2716.595984967726,15843,138282.63881783307,1776.0625814659224,17471,190041.14912880387,99.13503489792048,60.907150042009214
2019-10-21,2717.6365024738852,10917,138208.07156802202,1800.769877728226,17190,185113.28777588086,99.10162255385039,60.85796399200112
2019-10-22,2713.85830869603,15994,136788.86424122434,1810.8097350613004,16343,183500.16253908866,99.193212808086,60.68367593544167
2019-10-23,2723.827529122383,14286,136343.6950781,1762.3848989510677,11494,191066.31717683282,99.06057353631203,60.00095501432514
2019-10-24,2724.167731650773,11836,138970.39529925367,1795.1086001862525,15867,189233.3753780471,99.06363668557148,60.193252230143635
2019-10-25,2730.396170666694,12497,136535.79289675565,1737.5601664647852,7246,194020.78380437623,99.01521974223812,60.15930170722497
2019-10-28,2734.523543203387,14753,133132.1180427599,1702.5557743867798,16966,200807.002902638,98.98245243280192,59.855496551808514
2019-10-29,2747.976154358703,8248,132008.2351158457,1720.9935104684087,16991,197285.16191096013,99.0827282153324,59.89347556489183
2019-10-30,2743.2705450683698,19981,133298.26462395917,1726.8272116181602,18845,194333.51053199786,99.13653975903279,59.71837145784997
2019-10-31,2765.806748182237,7199,133131.4909496681,1687.7774095424456,15451,200650.6137394268,99.27027956977706,59.559843618515316
2019-11-01,2822.845636071958,19623,126922.56682333276,1666.8604351452816,5782,203267.04626051092,99.25482900185206,59.74173096534793
2019-11-04,2845.9853018436374,16783,120721.37309299788,1698.191955779132,17904,203549.31864601397,99.18523474068499,59.34021624195077
2019-11-05,2843.5088427718574,7796,122917.34231749488,1681.6244962680162,18818,204494.43094665717,99.16284885899694,59.6544108277729
2019-11-06,2817.1756094851203,8505,126433.49617343735,1632.6053792756402,9102,210040.18218264423,99.18709853812406,59.235104978837384
2019-11-07,2842.762143916892,14561,127857.44229567172,1608.4370073192779,9763,213863.6713135197,99.20475587396943,59.0362945563308
