date,zinc_close,zinc_volume,zinc_inventory,zinc_regime,zinc_regime_next,aluminium_close,aluminium_volume,aluminium_inventory,aluminium_regime,aluminium_regime_next,usd_index,oil_price
2015-02-27,2419.77168520589,14613,358540.74123657605,0,0,2347.460631414675,16336,383409.7419899608,0,0,100.28170085437192,74.1070311461964
2015-03-02,2407.1454173987895,15399,365480.15412324417,0,0,2332.5327449313727,11038,394234.8389947832,0,0,100.21514988364305,74.01086903269514
2015-03-03,2372.5691704779156,11934,370517.421072898,0,0,2347.953773859225,8978,397198.53117779753,0,0,100.23836601594972,74.2471138440108
2015-03-04,2396.309892302869,10431,372363.8048622649,0,0,2345.572886030283,11541,396240.5145007376,0,0,100.25003459686378,74.23344640598444
2015-03-05,2444.4914920162014,10025,371425.7034809086,0,0,2348.75012859933,9425,400682.04396693583,0,0,100.27190345653669,74.08731233773987
2015-03-06,2494.7234776218165,10514,373208.6393538514,0,0,2364.1021354096556,16253,412146.64845404035,0,0,100.35904633433151,73.99374494406327
2015-03-09,2524.7027576685887,14471,375037.3130554747,0,0,2418.778756040058,7580,419950.5943972617,0,0,100.38140588920898,74.59993685369601
2015-03-10,2504.7831349635585,5359,374556.11834319995,0,0,2479.8013899198727,16001,415726.46609680454,0,0,100.44929724551616,74.07944402908238
2015-03-11,2473.783646867404,16508,377840.98316208087,0,0,2475.738917839148,6603,419179.5991028758,0,0,100.45605515246505,74.22938046037112
2015-03-12,2453.1287015917997,14130,376668.74065135646,0,0,2482.803261669721,11750,425005.81989725353,0,0,100.48496709233406,73.72564733208401
2015-03-13,2410.350458351283,9508,376374.1115584847,0,0,2504.8395948710518,18190,420515.35937787645,0,0,100.54809591491791,73.6931773305871
2015-03-16,2414.021603580383,11251,377884.2601928182,0,0,2544.2852539092237,6184,425929.11683475354,0,0,100.40238033293234,73.56308908504086
2015-03-17,2384.624941607503,11372,380002.2456927834,0,0,2571.3058450924786,17221,431029.12606247293,0,0,100.37041321129661,72.9375805960369
2015-03-18,2372.8747476616086,7306,382865.29219181446,0,0,2576.3129791877736,13245,431945.62269787537,0,0,100.32337594586733,73.05429187316702
2015-03-19,2324.74757966545,7576,390535.75182642357,0,0,2537.8589041107125,9856,434108.36561663187,0,0,100.259488161043,72.94028045450936
2015-03-20,2343.693925181896,5960,399944.9023920026,0,0,2535.8046114435365,9804,430409.60184325324,0,0,100.23197393592034,72.31051855174098
2015-03-23,2421.5883904080033,6525,396538.6711098068,0,0,2525.2858048280386,8370,438889.350203015,0,0,100.38146806704377,72.56238897897326
2015-03-24,2487.052730762943,19142,392127.729269094,0,0,2542.248078810341,17995,439010.25345498277,0,0,100.29488495547444,72.99289083236995
2015-03-25,2540.190895525569,18768,389677.100802822,0,0,2561.2118713524114,9331,448353.67734471586,0,0,100.3917127909336,73.43992813505892
2015-03-26,2620.1746947742126,6409,371016.5097641682,0,0,2544.0301456767384,14200,443609.2305494232,0,0,100.22342581377201,73.54761506725436
2015-03-27,2680.061586838073,6763,354161.8205871089,0,1,2470.0386457527507,12910,441339.92890015896,0,0,100.18993731077343,73.5614325088275
2015-03-30,2758.1744226409683,7602,344951.52802138403,1,1,2435.027993475224,11832,435544.283971617,0,0,100.20621261728394,73.95987949509623
2015-03-31,2815.321422782615,8395,328115.0256017045,1,1,2406.0983695922137,16131,424602.1246453833,0,0,100.26483485041986,74.46459457069827
2015-04-01,2853.028585222665,19855,315550.02653285826,1,1,2356.8730743599426,5953,408119.93803788576,0,1,100.33595750839915,74.80466518156095
2015-04-02,2793.6157356737694,13582,300853.4248224909,1,1,2338.962289762891,6884,386200.08678801655,1,1,100.41529223191914,74.52220390089201
2015-04-03,2828.547037101012,19453,285489.2303333812,1,1,2261.986535465439,5984,372501.80610114714,1,1,100.38041972469429,74.58260735685649
2015-04-06,2870.8331827774587,6533,272003.1271369858,1,1,2262.078325889754,8580,359746.4023504114,1,1,100.33418454542785,74.71446220014391
2015-04-07,2948.0799409825177,18957,261404.74088304306,1,1,2234.421442905482,17605,348948.29479357833,1,1,100.41998213355356,74.17157710946874
2015-04-08,2982.0025039418865,7866,247293.6592508767,1,1,2231.3491518505693,19511,334478.3990883465,1,1,100.40085170106539,74.31238530735497
2015-04-09,3023.734542244739,11466,228457.3463765515,1,1,2221.6305068049965,5620,327673.81338691036,1,1,100.2732830687316,74.9942828551488
2015-04-10,3071.4266408817853,8473,218654.13897486997,1,1,2211.8773602949204,17577,300243.12589837756,1,1,100.15995434733125,75.18626370488903
2015-04-13,3074.1262139041814,9241,212851.40018216253,1,1,2220.285917015013,8526,289454.5580447008,1,1,100.0680091187311,75.62828762932156
2015-04-14,3107.8969898846653,19446,192742.24491247037,1,1,2187.924227274089,10369,272288.25298222865,1,1,100.11772519313647,75.68316204836017
2015-04-15,3100.272942025654,8604,186245.5285448679,1,1,2170.952034026691,11421,260286.58751184755,1,1,100.13196776674353,75.66119655116502
2015-04-16,3138.3392965492553,18413,183281.0075133357,1,1,2174.4569533355466,10335,254386.0222678933,1,1,100.20101630215031,75.77557796818931
2015-04-17,3084.170121367409,19792,175950.89819078866,1,1,2203.8553793555384,18044,250782.02401884552,1,1,100.15829103751665,75.53082997379398
2015-04-20,3037.120804599996,12773,156991.57881852836,1,1,2204.152944363523,13263,243333.3526886846,1,1,100.17414500662431,75.24169741762367
2015-04-21,3037.1998187430295,13594,146236.6465445414,1,1,2256.634970544071,15039,237017.07733889433,1,1,100.23670404602106,75.62158878477447
2015-04-22,3017.9908592462893,14884,136010.25986400121,1,1,2195.817153471672,6362,226226.14803145907,1,1,100.20576939204904,76.03329148763443
2015-04-23,3073.577948290751,9820,137170.34961440353,1,1,2139.159246741444,13279,224598.8613541815,1,1,100.25144691580478,75.73595959295822
2015-04-24,3025.8784542768944,18158,132155.00086875528,1,1,2120.1141878929784,8995,211948.9501018956,1,1,100.18525432169811,76.02635923432439
2015-04-27,2984.3070408706844,15778,118639.58754063353,1,1,2127.8413445248225,10157,203010.46964960595,1,1,100.1489489370416,76.00027124164258
2015-04-28,3027.324655662802,12700,112016.39376794439,1,1,2158.259672000764,5729,207445.39541579905,1,1,100.11077514764176,76.1022138139897
2015-04-29,3072.6263209132194,16460,98026.61287297864,1,1,2131.695818719341,14476,202281.7049983836,1,0,99.99119118308286,76.24027940582023
2015-04-30,3141.4281375134697,11004,88718.37281009907,1,1,2138.442169588805,5760,193616.07784693714,0,0,100.03988843116142,76.53858454625752
2015-05-01,3194.657806604927,6336,79780.78978292752,1,1,2159.6359357406027,10779,184950.4413947561,0,1,99.99294819714115,76.56340000681648
2015-05-04,3146.774741203788,5357,65441.79650325172,1,1,2127.3291581105987,7023,178962.9144923682,1,1,99.99419760901392,76.98644860540706
2015-05-05,3114.806376802925,14065,57283.789297018295,1,1,2167.0776878330316,18796,167819.62688995156,1,1,100.0422722749045,77.07927245733504
2015-05-06,3066.6257398071807,11986,53425.58011086179,1,1,2166.027946273672,13193,157125.7576315398,1,1,100.08692539250751,77.2665277390759
2015-05-07,3078.3457834779733,19844,52566.29350368567,1,1,2165.554039679555,19986,154228.55625469607,1,1,100.15346390340478,77.01654896161473
2015-05-08,3074.8503786380948,5626,56333.32264257516,1,1,2184.9703995087466,13136,142158.21708194524,1,1,100.14361535495384,77.66414666482618
2015-05-11,3110.400108371053,12546,67793.02760705004,1,1,2177.908356513595,15570,139549.47032432994,1,1,100.10128552374943,77.80509414178766
2015-05-12,3094.6953441201704,18977,71050.90563322975,1,0,2214.275440650567,10975,127900.38940517917,1,1,100.09331370265879,78.0189933693912
2015-05-13,3073.0968760700102,5638,78976.53259402266,0,0,2183.5974092692595,18626,130086.42147497005,1,1,99.92458025926298,77.53653762602774
2015-05-14,3071.689573021738,10446,89845.34189012727,0,0,2154.894996910857,17727,142392.25212422927,1,1,99.77986901202067,77.289727019104
2015-05-15,3143.39301046467,15923,98397.33168101039,0,0,2165.488351033156,18477,147248.22917514291,1,1,99.64759905078523,77.66109212547963
2015-05-18,3228.986387576112,17034,108758.62228136031,0,0,2073.773773225828,15290,149426.2173837427,1,0,99.54787436802508,77.74715946096741
2015-05-19,3315.6884357816257,13895,112085.85679820481,0,0,2013.4737976460553,6559,155564.54217396342,0,0,99.58785179069743,77.17302554051872
2015-05-20,3344.6329529594577,10154,118704.29989295363,0,0,1964.7555036287463,8877,163576.20278072642,0,0,99.49730388516141,77.48451251921388
2015-05-21,3324.9382170973295,8592,124354.31980802468,0,0,1940.0934749668077,19163,176953.65269432066,0,0,99.45948762975749,77.32137767790806
2015-05-22,3225.7370718414004,11773,135293.28749236552,0,0,1922.4974598891731,7356,181760.26778559113,0,0,99.58941045953608,77.74477277367107
2015-05-25,3152.8785146963182,8205,144252.48771216304,0,0,1943.177576857669,18092,197566.5743145753,0,0,99.55378406242994,77.71842207008996
2015-05-26,3146.7190597043073,6186,148865.79700479802,0,0,1981.7383663529945,10125,200819.26422520305,0,0,99.62753561927666,77.77983407589612
2015-05-27,3149.2540798318682,11134,161635.4937452208,0,0,1993.5781255898678,5183,214374.12466590383,0,0,99.53417385127567,78.13352044947361
2015-05-28,3147.9463387432647,14690,170762.8397581596,0,0,1983.637248875207,9818,222697.64113572432,0,0,99.5136300954889,77.86427255821721
2015-05-29,3143.4792567097534,8595,175576.50048716165,0,0,2012.739219564445,15829,233691.7372451677,0,0,99.41862788999785,77.56641851586703
2015-06-01,3088.623753886911,10745,177900.14973531867,0,0,2020.4764411117674,18748,243217.995769378,0,0,99.38472458240778,77.5074689897476
2015-06-02,3092.4925257181126,17165,179969.64719194797,0,0,2031.4203454382425,14145,242403.28248219204,0,0,99.46875539615353,77.75562082963397
2015-06-03,3076.9814067712896,16919,183907.62026321943,0,0,2049.113156587734,13565,253678.7708152725,0,0,99.2960233538343,77.35635765384993
2015-06-04,3100.9154535010193,5144,191364.4974036995,0,0,2047.9048735878002,8511,260075.62103603428,0,0,99.33946571818888,76.85594727388319
2015-06-05,3099.005033557098,5435,195106.58043921826,0,0,2070.027122200122,7393,269446.50835093943,0,0,99.36323927842211,77.10306355199633
2015-06-08,3040.8045663869448,9999,195168.84071980417,0,0,2083.128869329632,12402,270597.2085529983,0,0,99.30382428285243,76.92217005822623
2015-06-09,3046.6937223808527,18453,199704.70896901397,0,0,2140.1570357036535,9880,282280.4445627781,0,0,99.15921849741359,76.80450225435014
2015-06-10,3049.541255218084,10979,203606.01054954724,0,0,2158.624936502325,15555,287131.59013640735,0,0,99.16643144818497,76.24745913376809
2015-06-11,3047.0049912969885,11332,210777.52273946573,0,0,2150.4772709167837,9482,290460.18812443316,0,0,99.11348217727858,76.0437653394625
2015-06-12,3029.805197768262,13895,226546.019030405,0,0,2120.2659659301917,18252,288969.1338115737,0,0,99.13674979841406,76.04149515047315
2015-06-15,3010.2151664485164,18288,231275.20986220118,0,0,2065.436423746621,15100,298891.2988984056,0,0,99.1389350129664,76.32060850776001
2015-06-16,2990.6638198495357,18415,233954.57593992678,0,0,2031.4437964837566,11321,307294.263158373,0,0,99.2991129020985,76.08923945788963
2015-06-17,2979.9065458951777,16980,237230.01892838906,0,0,2023.8565081425784,17635,314131.30670204776,0,0,99.27517733935119,76.58645229395938
2015-06-18,2992.1155027872383,16377,244333.04943927983,0,0,2016.7678266470264,5520,316539.31908523047,0,0,99.17282759008901,76.38108548670544
2015-06-19,3027.72679398906,10883,246137.1964576233,0,0,2015.3644369731232,17006,325350.2454155548,0,0,99.19075515358463,76.17615794622989
2015-06-22,2992.973871007493,5832,255140.96549084317,0,0,2020.594138952159,7883,328867.5771448543,0,0,99.21275482198182,76.63736521179922
2015-06-23,2956.4696230677887,12462,259566.47461257788,0,0,2007.4967181258262,15601,336954.5126499313,0,0,99.34867357950586,76.7008032575084
2015-06-24,2891.928305064516,17234,256890.2413234797,0,0,2011.1592085125142,18446,344479.0593227725,0,0,99.43218470409732,76.53519583880492
2015-06-25,2865.3289557589374,11969,269136.2771712893,0,0,2023.1341270738337,14379,355390.4759664867,0,0,99.46787181001227,76.48865589945075
2015-06-26,2842.7453607767675,14471,275028.9260128557,0,0,2040.9353535386979,15818,359663.542323934,0,0,99.61420209913422,76.89457797271336
2015-06-29,2908.875407115645,13967,280239.2788091682,0,0,2035.1578190502257,9108,359277.39364167204,0,0,99.49532579370194,77.33443881860107
2015-06-30,2964.0502059329315,18974,285358.22027019016,0,0,1982.336973054191,15066,366725.8593182302,0,0,99.43135064042697,77.08940086481999
2015-07-01,3050.1458633232082,12753,293271.6992792949,0,0,1957.386964796894,6822,375876.98526898975,0,0,99.33869304628641,77.07667072179626
2015-07-02,3142.0368816760874,13004,295792.77705550194,0,0,1987.7291353338856,9227,381215.62868464895,0,0,99.29971206597084,77.10371777009654
2015-07-03,3151.0702435315316,12190,303685.78616072604,0,0,2008.4870538180087,17073,380224.33868867473,0,0,99.1620434512152,76.80784573694156
2015-07-06,3100.1534012834013,7569,311693.9004358195,0,0,1972.7984857822833,19462,379295.35806242435,0,0,99.22555854589665,76.79114022114655
2015-07-07,3028.7469220391185,17258,315293.04900987924,0,0,1970.6442335933905,12479,380909.42882276804,0,0,99.20333627618676,76.79273707928206
2015-07-08,2936.986472183105,8272,322497.88819486764,0,0,1972.263127605238,7332,378694.6709306853,0,0,99.0562556467365,77.13479992296308
2015-07-09,2934.260943881197,8975,328195.8526647704,0,0,1968.7778860334581,14028,388321.1295940174,0,0,98.95469773861575,77.49702743145644
2015-07-10,2936.318212847195,19171,330404.9749769534,0,0,1954.1245956891166,19579,396995.94832227344,0,0,98.98604912336077,77.39826461194875
2015-07-13,2961.4161536886877,13858,336207.1917129534,0,0,1927.7317680743834,10407,388469.0134954574,0,0,99.0698617801502,77.3340786687905
2015-07-14,2998.258341775293,5733,343096.0875270505,0,0,1966.1516311953098,5146,382666.6315979493,0,0,99.26953486931939,77.5333663594072
2015-07-15,3037.531198075829,13693,349415.41596584447,0,0,1932.1037379193922,9615,376044.1152111546,0,0,99.56092111592012,77.35780982472909
2015-07-16,3081.769372838232,6957,351359.76650285913,0,0,1887.6690173930922,12558,368007.8470939772,0,0,99.60236205924771,77.5344018702503
2015-07-17,3101.346721677847,10549,353492.96980571427,0,0,1880.838735593416,16208,368231.8020130615,0,1,99.50340824724454,77.50802992403955
2015-07-20,2996.350120529459,16089,357719.3482403004,0,0,1886.236055220551,17597,351935.3141370193,1,1,99.2902036191714,77.21721035071796
2015-07-21,2932.568163293934,13651,363799.6424221477,0,0,1887.8079112795876,19158,347978.3732561996,1,1,99.31697476540579,76.93015933685406
2015-07-22,2979.775173484284,19716,367525.43610371806,0,0,1867.518903469257,7031,344891.04612115026,1,1,99.23568065587475,77.36427694566339
2015-07-23,2968.203764737385,13032,379786.76582747896,0,0,1911.5138403487158,14556,334367.079880604,1,1,99.19414492985678,77.3173505019204
2015-07-24,2956.0710146563547,5050,384246.84218600567,0,0,1858.7946903626816,12218,316796.6617106589,1,1,99.1329352499508,77.80945673008989
2015-07-27,2930.589160053991,10216,389264.82581622136,0,0,1833.525088708115,7406,308587.7343835601,1,1,99.11885616130917,77.65536585187543
2015-07-28,2887.920650355723,14312,384190.97672293725,0,0,1812.3571004556215,9204,298319.7886404125,1,1,99.22545418438793,77.74272741221488
2015-07-29,2876.3710118676777,5025,383023.3294721162,0,0,1841.1766113489457,7143,291850.4301346715,1,1,99.24115904113246,78.46053042912035
2015-07-30,2910.8434165438825,17256,386096.5808639424,0,0,1864.803211132289,6167,280029.76287981984,1,1,99.2252955574286,78.14331440572136
2015-07-31,2940.7729722505173,10478,384758.47707969556,0,0,1902.8884255099342,14347,274553.3627096085,1,1,99.12173018214601,77.57397005575143
2015-08-03,2940.032807606254,13844,388483.5880563783,0,0,1913.0092765080649,9303,254284.23461771684,1,1,98.95426188767557,77.9599470951376
2015-08-04,2951.8208526667568,5715,396783.0145580909,0,0,1917.6971124176616,7690,246899.85181809645,1,1,98.90563109676825,77.71190436351968
2015-08-05,2940.4801285782673,12937,411118.99136085756,0,0,1939.188522615402,11899,235459.10829917778,1,1,98.90025284168641,77.70569245428781
2015-08-06,2926.185078993305,16232,409847.3557392835,0,0,1874.7577046660845,11659,236195.3145811709,1,1,99.0770458330444,77.52991699115233
2015-08-07,2892.4765488339945,16235,411458.62935102696,0,0,1905.3835778152688,19726,220266.63973321227,1,1,99.09007328519169,77.61036582543893
2015-08-10,2880.3929485250546,15195,423082.38993960357,0,0,1915.8742959181022,5811,210746.05272138212,1,1,99.18834723629399,77.3252049632832
2015-08-11,2924.563608432907,8625,423949.4872855579,0,0,1929.7670802579173,14026,198151.59057004531,1,1,99.13841767644008,77.2712229369182
2015-08-12,3001.3341585823296,18783,425197.7701597434,0,0,1942.6740598741262,17965,190422.23289378308,1,1,99.01992329979838,77.40616753488517
2015-08-13,3068.3998884648076,9948,431134.6934597701,0,0,1931.758407316002,6161,179649.67107231347,1,1,98.92341162357513,77.1036748690029
2015-08-14,3094.8834247768755,14011,429469.71085461025,0,0,1973.791687112204,19658,172062.06621758873,1,1,98.85088901712156,76.89364966010913
2015-08-17,3113.426613814988,17115,437994.05095029937,0,0,1939.5464328051792,8664,163214.05475453997,1,1,99.06373599036507,76.78943481002958
2015-08-18,3150.019772191064,13250,439520.752906048,0,0,1906.2524966709573,15616,149390.6492737055,1,1,98.98159732244264,76.3607901797617
2015-08-19,3157.334088854125,11794,441768.927531872,0,0,1893.9072646284174,5955,144934.6786715637,1,1,99.06544624281628,76.23402188492206
2015-08-20,3141.222530341683,9778,439592.59843032376,0,0,1884.923324148415,8926,137202.06754285502,1,1,98.97515352500757,76.26966084689293
2015-08-21,3092.802755671636,8606,438089.02849340474,0,0,1872.3655591620027,16126,122445.51066719744,1,1,99.06831082629499,76.1497961644164
2015-08-24,3059.163661804714,6237,440251.61565324967,0,0,1850.6162274964447,17609,110230.84724291266,1,1,99.10680592290558,76.06838321653689
2015-08-25,3094.2210170713297,16674,442288.32739216543,0,0,1895.0434538407628,9206,97045.38537747136,1,1,99.09114213313977,76.06241271526491
2015-08-26,3124.297237362239,13878,444511.52803745394,0,0,1923.6644330987076,12509,91298.65952466475,1,1,99.08706588052623,75.86568967653521
2015-08-27,3151.5418840211382,5377,442013.88536016596,0,0,1915.7596277987018,12309,89386.46364645154,1,1,99.02158711098329,76.07300844629528
2015-08-28,3167.85654678899,13962,445712.9368524563,0,0,1900.3225843523112,16467,78429.98258834323,1,1,99.0661943311315,76.50380188373582
2015-08-31,3132.5733423360193,11171,439745.21943247603,0,0,1933.5898805695995,13382,73553.3128758373,1,1,99.02069598309743,76.36448776607718
2015-09-01,3116.5531884030056,6152,434391.49655098113,0,0,1896.7702094215242,19376,63312.46238572763,1,1,98.8981354067207,76.51004723552049
2015-09-02,3060.0259915228376,8694,427662.81811201025,0,0,1853.6134607995277,9295,58872.501578331045,1,1,98.77034164928874,76.4381620888901
2015-09-03,3006.038728488684,16019,418272.28139423457,0,0,1804.0588537164135,18671,52614.51520940417,1,1,98.78760044106095,76.54780829240165
2015-09-04,2976.774425610247,16849,403344.82739363547,0,1,1796.1730860593675,6576,46892.033327665195,1,1,98.94550956670199,77.01754215176263
2015-09-07,2920.2370087162976,10976,387148.0310963533,1,1,1771.620627576981,7225,39033.58619489638,1,1,98.96150872805933,77.17014001466805
2015-09-08,3020.260517238021,11484,369079.32144724,1,1,1810.288621071345,7408,35824.62687739819,1,1,98.94964489544834,76.63811565302515
2015-09-09,3098.246805044374,8261,360429.15841692826,1,1,1833.9225998503368,16904,28441.30558991284,1,1,98.9782275094086,76.77431434245923
2015-09-10,3102.736523983047,16100,350501.5516963118,1,1,1854.23796999989,7945,26409.085091153134,1,1,99.10882768357928,77.14417346545194
2015-09-11,3137.9998098324145,19485,343342.80950074224,1,1,1863.9792388926217,10379,17125.814691006253,1,1,99.13076593371567,77.07769461445251
2015-09-14,3094.0510591641887,12634,343261.26139604155,1,1,1853.0337547597844,8023,9404.801298527009,1,1,99.0896732106323,77.37638505628786
2015-09-15,3192.2006830840096,7922,349202.5763240695,1,1,1842.9644071682649,5978,3406.49045086131,1,1,99.20030208163828,77.16935039394228
2015-09-16,3296.6918195205735,11520,349703.8803209077,1,0,1869.1108398395772,11095,4342.810670839681,1,1,99.24317772548444,76.72368864608559
2015-09-17,3424.8838464905166,11469,355683.276402852,0,0,1786.3637176802065,15973,10326.953179674427,1,1,99.39675332468404,76.76603935173539
2015-09-18,3485.0897853708466,18474,363046.76934404526,0,0,1710.4376579495208,12510,20549.91549169054,1,1,99.41507676840624,76.23909633551149
2015-09-21,3509.488637486339,11009,367046.7063076952,0,0,1667.3657595131792,14865,28233.156308691676,1,0,99.29262986523419,76.1671650316434
2015-09-22,3505.369620766656,9603,370339.1178382028,0,0,1647.1840608343612,8221,38009.3447769734,0,0,99.15581394530962,76.55321771043707
2015-09-23,3564.7834420392323,12672,374452.75611720636,0,0,1658.3793938593876,10964,51026.616984056265,0,0,99.32090673853274,75.98028883871318
2015-09-24,3619.691291013309,15721,383261.26790101425,0,0,1691.189493795823,15069,58289.06306223959,0,0,99.49327331061107,75.596439799939
2015-09-25,3608.943410607335,15219,388518.816845444,0,0,1673.7580177514462,14239,70993.98067134507,0,0,99.47532138928281,75.28683012639054
2015-09-28,3624.189134964739,14051,385357.9259656902,0,0,1670.842152950678,5458,77949.00714382104,0,0,99.43700265716922,75.26783416847725
2015-09-29,3609.2168391897926,6513,390340.7795446758,0,0,1651.3081303215472,19788,95902.83625955976,0,0,99.58314708639344,75.15811913278338
2015-09-30,3539.1572483656423,13602,393822.7576240877,0,0,1636.7588700755887,12281,101051.3494748908,0,0,99.47244251818908,75.57786004729222
2015-10-01,3551.493806386057,13313,386982.95872657414,0,0,1619.5005300546868,10033,107162.7962735998,0,0,99.3829698162935,75.86416454601972
2015-10-02,3551.7156492697973,10627,387970.7300832041,0,0,1623.0837524348624,11059,121651.46157751387,0,0,99.4473024957624,76.0127464298403
